"Year","Name","NestName","ID","Sex","MeasurementDate","MeasurementDateJulYear","HatchDate","HatchDateJulYear","FieldAge","CalcAgeInteger","CalcAge","BNT","TEC","BW","BD","Head","UB","UBS","TBS","Skull","Tarsus","WingChord","Primary7","TailLength","Weight","MaxC1_11","MaxC12_22","MaxCIncubation","MinC1_11","MinC12_22","MinCIncubation","GDD10CSum1_11","GDD10CSum12_22","GDD10CSumIncubation","PrecipSum1_11","PrecipSum12_22","PrecipSumIncubation","MaxC6_19","MinC6_19","GDD10CSum6_19","PrecipSum6_19","MaxC8_22","MinC8_22","GDD10CSum8_22","PrecipSum8_22"
1989,"BSWG","ALEX89","BSWG ALEX89","U","5/18/1989",1989138,"1989-04-22",1989112,26,26,-0.517114451575347,0.392433106636578,1.91709881756136,0.0645771028411006,1.2550778697255,1.30789052783581,2.79274882936297,2.89594726267875,1.52611587267935,0.0431077202755658,0.683688291855747,-0.418712255140647,-0.359318796392561,-0.629614722569437,0.439133195883827,-1.11477114680348,-2.16090291933788,-0.798197574835859,-1.33902619007551,-0.40637492729551,-0.655892135249825,-1.28287519609243,-1.41412326099007,-0.762739907879431,0.140826955225574,2.97029315289187,-1.05137791855382,-1.45428259578459,-0.508533670534298,-1.06840334734906,1.38083550417825,-1.89763022679006,-0.197733418812994,-1.15373695207834,3.31590248429729
1989,"GSWG","ALEX89","GSWG ALEX89","U","5/18/1989",1989138,"1989-04-22",1989112,26,26,-0.728813671463411,-0.251258530044004,-0.387461258029073,-0.651287766698376,0.470344141124985,-0.293847996989597,-0.354355410805912,-0.0859214782651889,-0.337934535711758,-0.0574645624035765,0.183853007972152,-0.418712255140647,-0.677123894043692,-0.629614722569437,-0.647469245651022,-1.11477114680348,-2.16090291933788,-0.798197574835859,-1.33902619007551,-0.40637492729551,-0.655892135249825,-1.28287519609243,-1.41412326099007,-0.762739907879431,0.140826955225574,2.97029315289187,-1.05137791855382,-1.45428259578459,-0.508533670534298,-1.06840334734906,1.38083550417825,-1.89763022679006,-0.197733418812994,-1.15373695207834,3.31590248429729
1989,"WSWG","ALEX89","WSWG ALEX89","U","5/18/1989",1989138,"1989-04-22",1989112,26,26,-0.093716011799214,0.649909761308812,1.50227800395508,-0.242222126961533,1.38586682449225,1.18467987208001,1.76993995130808,2.10643192006209,1.19411139645212,0.294538426973418,0.39806812963655,0.0942182016057685,0.403413437970152,-0.495305201536555,0.656453684190797,-1.11477114680348,-2.16090291933788,-0.798197574835859,-1.33902619007551,-0.40637492729551,-0.655892135249825,-1.28287519609243,-1.41412326099007,-0.762739907879431,0.140826955225574,2.97029315289187,-1.05137791855382,-1.45428259578459,-0.508533670534298,-1.06840334734906,1.38083550417825,-1.89763022679006,-0.197733418812994,-1.15373695207834,3.31590248429729
1989,"YSWG","ALEX89","YSWG ALEX89","U","5/18/1989",1989138,"1989-04-23",1989113,26,25,-0.940512891351475,-0.379996857380119,-0.387461258029073,0.0645771028411006,0.470344141124985,-0.0782293494169449,-0.197000198797468,0.0404775820445739,-0.0882755614871753,0.294538426973418,-0.0303621136922467,-0.675177483513855,-1.12205103075527,-0.629614722569437,-1.08211022226496,-1.24166900839594,-1.92860518798682,-0.895401249725209,-0.97499213013971,-0.42415881291885,-0.825691955650813,-1.18219724163046,-1.29220498881195,-0.894787810360401,0.154187646869632,2.95827127096275,-1.16351795190028,-1.59803640990615,-0.339438936515525,-1.06840334734906,3.21439064248671,-1.79798198279362,-0.155162749580798,-1.07741360401166,3.31590248429729
1989,"BSBW","UTIC89","BSBW UTIC89","U","6/27/1989",1989178,"1989-06-02",1989153,25,25,-1.04636250129551,0.00621812462823026,-0.0648228474464109,1.49630684192005,1.2550778697255,0.414613273606256,-0.118322592793247,0.4512745280513,0.831371592725816,0.747113699029551,0.612283251300946,-0.726470529188496,-0.804245933104144,-1.30116232773384,-1.08211022226496,2.01008869491088,1.26161698923409,3.0546026298691,3.3167778396298,3.20375385424257,3.68613184357542,2.74424298238614,2.27825869640422,3.43110147491614,0.955829145513128,1.62384237683019,0.310322486367567,1.23783428685516,2.99633899821852,2.14355858853169,0.817452640452181,1.42812991659105,3.29306145822712,2.40570646230432,1.1388900786802
1989,"BSGY","WSAP89","BSGY WSAP89","U","5/31/1989",1989151,"1989-05-05",1989125,26,26,-0.305415231687282,0.585540597640753,0.718727578254334,-0.0376893070931098,2.69375637215978,1.55431183934741,0.51109825524053,1.65924736578437,1.17974027062491,1.75283652582096,1.71906137990034,-0.162247026767439,0.149169359849248,-0.495305201536555,1.48227153975728,-1.06718444870632,1.4009956280447,-0.0294048734383103,0.634421608523853,1.42536529190856,-0.146492674046862,-0.312705816731681,1.48578992724649,-0.0813727310776328,3.30731087486738,0.505807357421833,-0.618837789931731,0.636681973255971,1.29001940948359,0.981627657809849,1.77008184638898,0.817784422112871,1.29224000431388,1.08739408660703,0.292274143162441
1989,"GSGY","WSAP89","GSGY WSAP89","U","5/31/1989",1989151,"1989-05-05",1989125,26,26,-0.093716011799214,-0.251258530044004,1.36400439941965,0.269109922709522,1.2550778697255,0.537823929362058,2.63539361735453,2.76380279053672,1.26932378490549,-0.610612117138852,0.969308454074943,-0.0596609354181561,0.212730379379474,-0.159531398954352,1.26495105145031,-1.06718444870632,1.4009956280447,-0.0294048734383103,0.634421608523853,1.42536529190856,-0.146492674046862,-0.312705816731681,1.48578992724649,-0.0813727310776328,3.30731087486738,0.505807357421833,-0.618837789931731,0.636681973255971,1.29001940948359,0.981627657809849,1.77008184638898,0.817784422112871,1.29224000431388,1.08739408660703,0.292274143162441
1989,"WSGY","WSAP89","WSGY WSAP89","U","5/31/1989",1989151,"1989-05-05",1989125,26,26,-0.199565621743248,0.521171433972693,1.31791319790785,0.984974792248998,1.2550778697255,-0.447861316684348,1.61258473929964,1.90486372161357,1.51793377184342,-2.16948249866554,0.683688291855747,0.14551124728041,0.0220473207887957,-0.159531398954352,0.504329342375918,-1.06718444870632,1.4009956280447,-0.0294048734383103,0.634421608523853,1.42536529190856,-0.146492674046862,-0.312705816731681,1.48578992724649,-0.0813727310776328,3.30731087486738,0.505807357421833,-0.618837789931731,0.636681973255971,1.29001940948359,0.981627657809849,1.77008184638898,0.817784422112871,1.29224000431388,1.08739408660703,0.292274143162441
1989,"YSGY","WSAP89","YSGY WSAP89","U","5/31/1989",1989151,"1989-05-05",1989125,26,26,0.223832818032881,2.00166219833803,2.37801083267945,2.51897094126216,2.17060055309277,1.95474647055376,1.61258473929964,2.38412682528808,3.10693971367282,0.596255275010838,2.04038406239693,0.14551124728041,0.594096496560831,0.0419328825949703,1.59093178391077,-1.06718444870632,1.4009956280447,-0.0294048734383103,0.634421608523853,1.42536529190856,-0.146492674046862,-0.312705816731681,1.48578992724649,-0.0813727310776328,3.30731087486738,0.505807357421833,-0.618837789931731,0.636681973255971,1.29001940948359,0.981627657809849,1.77008184638898,0.817784422112871,1.29224000431388,1.08739408660703,0.292274143162441
1990,"HS","ALEX90","HS ALEX90","U","5/14/1990",1990134,"1990-04-18",1990108,26,26,-0.199565621743248,-0.766211839388469,-1.0788292807062,0.882708382314786,0.470344141124985,-1.3411385709139,-0.905098652835467,-0.528318189349355,-0.22621738968269,-1.01290124785541,-0.173172194801845,NA,0.0220473207887957,NA,-1.73407168718587,0.820421242481546,0.0072092399384838,-1.44327650819243,0.538623171698642,0.340548268884785,-0.437578080448556,0.730683893146855,0.170814277325409,-1.05324529333757,-0.406961402180815,-0.0351773293886627,0.726842610225873,1.25090281541165,0.982574438540362,1.18145017455819,-0.237609813434811,0.967256788107546,0.980055096611112,1.01800922472823,-0.131033824596438
1990,"IR","ALEX90","IR ALEX90","U","5/14/1990",1990134,"1990-04-18",1990108,26,26,-0.199565621743248,-0.122520202707888,-0.11091404895822,0.984974792248998,0.862711005425243,-0.817493283951751,-0.0396449867890249,0.342111703238324,0.511535369023819,-1.21404581321369,-0.70870999896284,NA,-0.994928991694822,NA,-0.582273099158931,0.820421242481546,0.0072092399384838,-1.44327650819243,0.538623171698642,0.340548268884785,-0.437578080448556,0.730683893146855,0.170814277325409,-1.05324529333757,-0.406961402180815,-0.0351773293886627,0.726842610225873,1.25090281541165,0.982574438540362,1.18145017455819,-0.237609813434811,0.967256788107546,0.980055096611112,1.01800922472823,-0.131033824596438
1990,"JQ","ALEX90","JQ ALEX90","U","5/14/1990",1990134,"1990-04-18",1990108,26,26,-0.199565621743248,-0.894950166724585,-1.0788292807062,0.473642742577944,0.339555186358234,-0.663479964257,-0.747743440827022,-0.456021757126727,-0.396677823764601,0.0933938616151334,-1.17284276256904,NA,0.466974457500379,NA,-1.40809095472542,0.820421242481546,0.0072092399384838,-1.44327650819243,0.538623171698642,0.340548268884785,-0.437578080448556,0.730683893146855,0.170814277325409,-1.05324529333757,-0.406961402180815,-0.0351773293886627,0.726842610225873,1.25090281541165,0.982574438540362,1.18145017455819,-0.237609813434811,0.967256788107546,0.980055096611112,1.01800922472823,-0.131033824596438
